[2026-03-04 15:44:07] Log cleared for new killchain scan.
[2026-03-04 15:44:08] [START] [START] Kill Chain Audit: testphp.vulnweb.com (Profile: Full Scan, Aggression: Attack)
[2026-03-04 15:44:08] [EVENT] EVENT: scan_status | PAYLOAD: {"message": "Starting scan...", "phase": "Initialization"}
[2026-03-04 15:44:08] [INFO] [+] Resolved testphp.vulnweb.com to IP: 44.228.249.3
[2026-03-04 15:44:08] [INFO] [SETUP] Starting background traffic capture...
[2026-03-04 15:44:09] [EVENT] EVENT: scan_status | PAYLOAD: {"message": "Running Recon Phase...", "phase": "recon_phase"}
[2026-03-04 15:44:09] [PHASE] [PHASE] RECONNAISSANCE - Surface Area Discovery
[2026-03-04 15:44:09] [STAGE] [STAGE] Scanning for subdomains and active hosts...
[2026-03-04 15:44:17] [INFO] [+] Found 1 potential subdomains.
[2026-03-04 15:44:17] [STAGE] [STAGE] Resolving subdomain IPs...
[2026-03-04 15:45:20] [INFO] [+] Resolved 1 host IPs.
[2026-03-04 15:45:20] [STAGE] [STAGE] Detecting target technology stack...
[2026-03-04 15:45:21] [INFO] [+] Detected technologies: Server, Language
[2026-03-04 15:45:21] [EVENT] EVENT: scan_status | PAYLOAD: {"message": "Running Network Audit Phase...", "phase": "network_audit_phase"}
[2026-03-04 15:45:21] [PHASE] [PHASE] NETWORK AUDIT - Infrastructure Assessment
[2026-03-04 15:45:21] [INFO] [+] Resolved testphp.vulnweb.com to IP: 44.228.249.3
[2026-03-04 15:45:21] [STAGE] [STAGE] Running Nmap full scan on 44.228.249.3...
[2026-03-04 15:51:58] [INFO] [+] Nmap scan completed. Found 1 open ports.
[2026-03-04 15:51:58] [STAGE] [STAGE] Attempting brute-force on open services (Level: aggressive)...
[2026-03-04 15:51:59] [INFO] [+] No exploitable services found or brute-force failed.
[2026-03-04 15:51:59] [EVENT] EVENT: scan_status | PAYLOAD: {"message": "Running Waf Detect Phase...", "phase": "waf_detect_phase"}
[2026-03-04 15:51:59] [PHASE] [PHASE] WAF DETECTION
[2026-03-04 15:51:59] [STAGE] [STAGE] Checking for Web Application Firewall (WAF)...
[2026-03-04 15:52:06] [INFO] [+] No WAF detected.
[2026-03-04 15:52:06] [EVENT] EVENT: scan_status | PAYLOAD: {"message": "Running Web Audit Phase...", "phase": "web_audit_phase"}
[2026-03-04 15:52:06] [PHASE] [PHASE] WEB AUDIT - Application Assessment
[2026-03-04 15:52:06] [STAGE] [STAGE] Crawling web application (Max Pages: 1000)...
[2026-03-04 15:52:12] [INFO] [+] Crawler found 26 URLs, 38 forms, and 0 API endpoints.
[2026-03-04 15:52:12] [STAGE] [STAGE] Performing directory fuzzing (Max Depth: 4)...
[2026-03-04 15:52:22] [INFO] [+] Directory fuzzer found 3 potential paths.
[2026-03-04 15:52:22] [STAGE] [STAGE] Running advanced web vulnerability checks...
[2026-03-04 15:52:30] [INFO] [+] Web vulnerability scanner found 3 findings.
[2026-03-04 15:52:30] [STAGE] [STAGE] Running custom parameter injection scanner...
[2026-03-04 15:52:30] [INFO] [+] Custom scanner found 0 findings.
[2026-03-04 15:52:30] [STAGE] [STAGE] Running logic-based vulnerability checks...
[2026-03-04 15:52:30] [INFO] [+] Logic scanner found 0 findings.
[2026-03-04 15:52:30] [EVENT] EVENT: scan_status | PAYLOAD: {"message": "Running Zap Scan Phase...", "phase": "zap_scan_phase"}
[2026-03-04 15:52:30] [PHASE] [PHASE] ZAP SCAN - Comprehensive DAST
[2026-03-04 15:52:30] [STAGE] [STAGE] Starting OWASP ZAP quick scan...
[2026-03-04 15:52:30] [ZAP] [*] ZAP: Initializing on port 27330...
[2026-03-04 15:52:30] [ZAP] [*] Waiting for ZAP initialization on port 27330 (timeout: 240s)...
[2026-03-04 15:52:30] [ZAP] [ZAP Daemon] C:\Program Files\ZAP\Zed Attack Proxy>if exist "C:\Users\Divy\ZAP\.ZAP_JVM.properties" (set /p jvmopts= 0<"C:\Users\Divy\ZAP\.ZAP_JVM.properties" )  else (set jvmopts=-Xmx512m )
[2026-03-04 15:53:18] [ZAP] [ZAP Daemon] 47712 [ZAP-daemon] INFO  org.zaproxy.zap.extension.quickstart.ExtensionQuickStart - Shh! No check-for-news - silent mode enabled
[2026-03-04 15:53:18] [ZAP] [ZAP Daemon] 47712 [ZAP-daemon] INFO  org.zaproxy.addon.network.ExtensionNetwork - Creating new root CA certificate.
[2026-03-04 15:53:21] [ZAP] [ZAP Daemon] 50311 [ZAP-daemon] INFO  org.zaproxy.addon.network.ExtensionNetwork - New root CA certificate created.
[2026-03-04 15:53:21] [ZAP] [ZAP Daemon] 50371 [ZAP-daemon] INFO  org.zaproxy.zap.extension.autoupdate.ExtensionAutoUpdate - Shh! No check-for-update - silent mode enabled
[2026-03-04 15:53:21] [ZAP] [ZAP Daemon] 50379 [ZAP-daemon] INFO  org.zaproxy.addon.callhome.ExtensionCallHome - Shh! Silent mode or telemetry turned off
[2026-03-04 15:53:21] [ZAP] [ZAP Daemon] 50433 [ZAP-daemon] INFO  org.zaproxy.addon.network.ExtensionNetwork - ZAP is now listening on localhost:27330
[2026-03-04 15:53:21] [ZAP] [+] ZAP API is active and loaded on port 27330.
[2026-03-04 15:53:21] [ZAP] [*] ZAP: Starting Spider...
[2026-03-04 15:53:21] [ZAP] [ZAP Daemon] 51216 [ZAP-SpiderInitThread-0] INFO  org.zaproxy.addon.spider.SpiderThread - Starting spidering scan on http://testphp.vulnweb.com at 2026-03-04T15:53:21.997+0530
[2026-03-04 15:53:22] [ZAP] [ZAP Daemon] 51219 [ZAP-SpiderInitThread-0] INFO  org.zaproxy.addon.spider.Spider - Spider initializing...
[2026-03-04 15:53:22] [ZAP] [ZAP Daemon] 51236 [ZAP-SpiderInitThread-0] INFO  org.zaproxy.addon.spider.Spider - Starting spider...
[2026-03-04 15:53:22] [ZAP] [PROGRESS] ZAP Spider: 0%
[2026-03-04 15:53:24] [ZAP] [PROGRESS] ZAP Spider: 34%
[2026-03-04 15:53:35] [ZAP] [PROGRESS] ZAP Spider: 90%
[2026-03-04 15:53:37] [ZAP] [PROGRESS] ZAP Spider: 90%
[2026-03-04 15:53:38] [ZAP] [ZAP Daemon] 67818 [ZAP-SpiderThreadPool-0-thread-22] INFO  org.zaproxy.addon.spider.Spider - Spidering process is complete. Shutting down...
[2026-03-04 15:53:38] [ZAP] [ZAP Daemon] 67844 [ZAP-SpiderShutdownThread-0] INFO  org.zaproxy.addon.spider.SpiderThread - Spider scanning complete: true on http://testphp.vulnweb.com at 2026-03-04T15:53:38.620+0530
[2026-03-04 15:53:39] [ZAP] [*] ZAP: Starting Active Scan...
[2026-03-04 15:53:39] [ZAP] [ZAP Daemon] 68578 [ZAP-IO-Server-1-1] INFO  org.parosproxy.paros.core.scanner.Scanner - scanner with ID 0 started
[2026-03-04 15:53:39] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:53:44] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:53:45] [ZAP] [ZAP Daemon] 74864 [ZAP-PassiveScan-11] WARN  org.zaproxy.addon.pscan.internal.scanner.PassiveScanTask - Passive Scan rule html_comment2 took 6 seconds to scan http://testphp.vulnweb.com/login.php text/html; charset=UTF-8 5523
[2026-03-04 15:53:49] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:53:55] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:53:55] [ZAP] [ZAP Daemon] 84363 [ZAP-PassiveScan-11] WARN  org.zaproxy.addon.pscan.internal.scanner.PassiveScanTask - Passive Scan rule Session Management Response Identified took 8 seconds to scan http://testphp.vulnweb.com/login.php text/html; charset=UTF-8 5523
[2026-03-04 15:54:00] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:54:05] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:54:05] [ZAP] [ZAP Daemon] 85394 [ZAP-PassiveScan-1] WARN  org.zaproxy.addon.pscan.internal.scanner.PassiveScanTask - Passive Scan rule Application Error Disclosure took 16 seconds to scan http://testphp.vulnweb.com/sitemap.xml text/html 555
[2026-03-04 15:54:10] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:54:15] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:54:20] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:54:23] [ZAP] [ZAP Daemon] 99802 [ZAP-PassiveScan-3] WARN  org.zaproxy.addon.pscan.internal.scanner.PassiveScanTask - Passive Scan rule Application Error Disclosure took 31 seconds to scan http://testphp.vulnweb.com/robots.txt text/html 555
[2026-03-04 15:54:25] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:54:30] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:54:30] [ZAP] [ZAP Daemon] 120002 [ZAP-PassiveScan-7] WARN  org.zaproxy.addon.pscan.internal.scanner.PassiveScanTask - Passive Scan rule Anti-clickjacking Header took 51 seconds to scan http://testphp.vulnweb.com/disclaimer.php text/html; charset=UTF-8 5524
[2026-03-04 15:54:30] [ZAP] [ZAP Daemon] 120004 [ZAP-PassiveScan-4] WARN  org.zaproxy.addon.pscan.internal.scanner.PassiveScanTask - Passive Scan rule Anti-clickjacking Header took 51 seconds to scan http://testphp.vulnweb.com text/html; charset=UTF-8 4958
[2026-03-04 15:54:30] [ZAP] [ZAP Daemon] 120002 [ZAP-PassiveScan-5] WARN  org.zaproxy.addon.pscan.internal.scanner.PassiveScanTask - Passive Scan rule Anti-clickjacking Header took 51 seconds to scan http://testphp.vulnweb.com/categories.php text/html; charset=UTF-8 6115
[2026-03-04 15:54:30] [ZAP] [ZAP Daemon] 120014 [ZAP-PassiveScan-9] WARN  org.zaproxy.addon.pscan.internal.scanner.PassiveScanTask - Passive Scan rule Anti-clickjacking Header took 51 seconds to scan http://testphp.vulnweb.com/artists.php text/html; charset=UTF-8 5328
[2026-03-04 15:54:30] [ZAP] [ZAP Daemon] 120028 [ZAP-PassiveScan-11] WARN  org.zaproxy.addon.pscan.internal.scanner.PassiveScanTask - Passive Scan rule Anti-clickjacking Header took 35 seconds to scan http://testphp.vulnweb.com/login.php text/html; charset=UTF-8 5523
[2026-03-04 15:54:30] [ZAP] [ZAP Daemon] 120046 [ZAP-PassiveScan-2] WARN  org.zaproxy.addon.pscan.internal.scanner.PassiveScanTask - Passive Scan rule Anti-clickjacking Header took 51 seconds to scan http://testphp.vulnweb.com/hpp/ text/html; charset=UTF-8 203
[2026-03-04 15:54:30] [ZAP] [ZAP Daemon] 120048 [ZAP-PassiveScan-12] WARN  org.zaproxy.addon.pscan.internal.scanner.PassiveScanTask - Passive Scan rule Anti-clickjacking Header took 51 seconds to scan http://testphp.vulnweb.com/AJAX/index.php text/html; charset=UTF-8 4236
[2026-03-04 15:54:30] [ZAP] [ZAP Daemon] 120046 [ZAP-PassiveScan-3] WARN  org.zaproxy.addon.pscan.internal.scanner.PassiveScanTask - Passive Scan rule Content Security Policy (CSP) Header Not Set took 7 seconds to scan http://testphp.vulnweb.com/robots.txt text/html 555
[2026-03-04 15:54:30] [ZAP] [ZAP Daemon] 120048 [ZAP-PassiveScan-6] WARN  org.zaproxy.addon.pscan.internal.scanner.PassiveScanTask - Passive Scan rule Anti-clickjacking Header took 51 seconds to scan http://testphp.vulnweb.com/index.php text/html; charset=UTF-8 4958
[2026-03-04 15:54:30] [ZAP] [ZAP Daemon] 120047 [ZAP-PassiveScan-8] WARN  org.zaproxy.addon.pscan.internal.scanner.PassiveScanTask - Passive Scan rule Anti-clickjacking Header took 51 seconds to scan http://testphp.vulnweb.com/guestbook.php text/html; charset=UTF-8 5391
[2026-03-04 15:54:30] [ZAP] [ZAP Daemon] 120047 [ZAP-PassiveScan-10] WARN  org.zaproxy.addon.pscan.internal.scanner.PassiveScanTask - Passive Scan rule Anti-clickjacking Header took 51 seconds to scan http://testphp.vulnweb.com/cart.php text/html; charset=UTF-8 4903
[2026-03-04 15:54:30] [ZAP] [ZAP Daemon] 120047 [ZAP-PassiveScan-1] WARN  org.zaproxy.addon.pscan.internal.scanner.PassiveScanTask - Passive Scan rule Content Security Policy (CSP) Header Not Set took 24 seconds to scan http://testphp.vulnweb.com/sitemap.xml text/html 555
[2026-03-04 15:54:35] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:54:40] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:54:45] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:54:50] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:54:55] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:55:00] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:55:05] [ZAP] [ZAP Daemon] 148127 [ZAP-Scanner-0] INFO  org.parosproxy.paros.core.scanner.HostProcess - Scanning 65 node(s) from http://testphp.vulnweb.com
[2026-03-04 15:55:05] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:55:10] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:55:15] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:55:20] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:55:23] [ZAP] [ZAP Daemon] 172241 [ZAP-Scanner-0] INFO  org.parosproxy.paros.core.scanner.HostProcess - start host http://testphp.vulnweb.com | PathTraversalScanRule strength MEDIUM threshold MEDIUM
[2026-03-04 15:55:25] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:55:30] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:55:35] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:55:40] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:55:43] [ZAP] [ZAP Daemon] 192757 [ZAP-PassiveScan-2] WARN  org.zaproxy.addon.pscan.internal.scanner.PassiveScanTask - Passive Scan rule html_type_upload took 5 seconds to scan http://testphp.vulnweb.com/cart.php text/html; charset=UTF-8 4903
[2026-03-04 15:55:46] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:55:51] [ZAP] [PROGRESS] ZAP AScan: 0%
[2026-03-04 15:55:56] [ZAP] [PROGRESS] ZAP AScan: 1%
[2026-03-04 15:56:01] [ZAP] [PROGRESS] ZAP AScan: 1%
[2026-03-04 15:56:06] [ZAP] [PROGRESS] ZAP AScan: 1%
[2026-03-04 15:56:11] [ZAP] [PROGRESS] ZAP AScan: 1%
[2026-03-04 15:56:16] [ZAP] [PROGRESS] ZAP AScan: 1%
[2026-03-04 15:56:21] [ZAP] [PROGRESS] ZAP AScan: 1%
[2026-03-04 15:56:26] [ZAP] [PROGRESS] ZAP AScan: 1%
[2026-03-04 15:56:31] [ZAP] [PROGRESS] ZAP AScan: 1%
[2026-03-04 15:56:34] [ZAP] [ZAP Daemon] 243555 [ZAP-PassiveScan-5] WARN  org.zaproxy.addon.pscan.internal.scanner.PassiveScanTask - Passive Scan rule html_tag_script took 5 seconds to scan http://testphp.vulnweb.com/showimage.php?file=.%2Fpictures%2F5.jpg&size=%2FWEB-INF%2Fweb.xml image/jpeg 14228
[2026-03-04 15:56:36] [ZAP] [PROGRESS] ZAP AScan: 1%
[2026-03-04 15:56:41] [ZAP] [PROGRESS] ZAP AScan: 1%
[2026-03-04 15:56:46] [ZAP] [PROGRESS] ZAP AScan: 1%
[2026-03-04 15:56:47] [ZAP] [ZAP Daemon] 256712 [ZAP-PassiveScan-12] WARN  org.zaproxy.addon.pscan.internal.scanner.PassiveScanTask - Passive Scan rule html_type_upload took 10 seconds to scan http://testphp.vulnweb.com/guestbook.php text/html; charset=UTF-8 5394
[2026-03-04 15:56:51] [ZAP] [PROGRESS] ZAP AScan: 1%
[2026-03-04 15:56:56] [ZAP] [PROGRESS] ZAP AScan: 1%
[2026-03-04 15:57:01] [ZAP] [PROGRESS] ZAP AScan: 1%
[2026-03-04 15:57:07] [ZAP] [PROGRESS] ZAP AScan: 1%
[2026-03-04 15:57:12] [ZAP] [PROGRESS] ZAP AScan: 1%
[2026-03-04 15:57:17] [ZAP] [PROGRESS] ZAP AScan: 1%
[2026-03-04 15:57:22] [ZAP] [PROGRESS] ZAP AScan: 1%
[2026-03-04 15:57:27] [ZAP] [PROGRESS] ZAP AScan: 1%
[2026-03-04 15:57:28] [ZAP] [ZAP Daemon] 298030 [ZAP-Scanner-0] INFO  org.parosproxy.paros.core.scanner.HostProcess - start host http://testphp.vulnweb.com | RemoteFileIncludeScanRule strength MEDIUM threshold MEDIUM
[2026-03-04 15:57:32] [ZAP] [PROGRESS] ZAP AScan: 2%
[2026-03-04 15:57:37] [ZAP] [PROGRESS] ZAP AScan: 3%
[2026-03-04 15:57:42] [ZAP] [PROGRESS] ZAP AScan: 3%
[2026-03-04 15:57:47] [ZAP] [PROGRESS] ZAP AScan: 3%
[2026-03-04 15:57:52] [ZAP] [PROGRESS] ZAP AScan: 3%
[2026-03-04 15:57:57] [ZAP] [PROGRESS] ZAP AScan: 3%
[2026-03-04 15:58:02] [ZAP] [PROGRESS] ZAP AScan: 3%
[2026-03-04 15:58:07] [ZAP] [PROGRESS] ZAP AScan: 3%
[2026-03-04 15:58:12] [ZAP] [PROGRESS] ZAP AScan: 3%
[2026-03-04 15:58:16] [ZAP] [ZAP Daemon] 345257 [ZAP-Scanner-0] INFO  org.parosproxy.paros.core.scanner.HostProcess - start host http://testphp.vulnweb.com | SourceCodeDisclosureWebInfScanRule strength MEDIUM threshold MEDIUM
[2026-03-04 15:58:16] [ZAP] [ZAP Daemon] 345274 [ZAP-Scanner-0] INFO  org.parosproxy.paros.core.scanner.HostProcess - start host http://testphp.vulnweb.com | ShellShockScanRule strength MEDIUM threshold MEDIUM
[2026-03-04 15:58:17] [ZAP] [PROGRESS] ZAP AScan: 6%
[2026-03-04 15:58:22] [ZAP] [PROGRESS] ZAP AScan: 7%
[2026-03-04 15:58:25] [ZAP] [ZAP Daemon] 354762 [ZAP-Scanner-0] INFO  org.parosproxy.paros.core.scanner.HostProcess - start host http://testphp.vulnweb.com | HeartBleedActiveScanRule strength MEDIUM threshold MEDIUM
[2026-03-04 15:58:25] [ZAP] [ZAP Daemon] 354764 [ZAP-Scanner-0] INFO  org.parosproxy.paros.core.scanner.HostProcess - start host http://testphp.vulnweb.com | SourceCodeDisclosureCve20121823ScanRule strength MEDIUM threshold MEDIUM
[2026-03-04 15:58:27] [ZAP] [PROGRESS] ZAP AScan: 7%
[2026-03-04 15:58:31] [ZAP] [ZAP Daemon] 360603 [ZAP-Scanner-0] INFO  org.parosproxy.paros.core.scanner.HostProcess - start host http://testphp.vulnweb.com | RemoteCodeExecutionCve20121823ScanRule strength MEDIUM threshold MEDIUM
[2026-03-04 15:58:32] [ZAP] [PROGRESS] ZAP AScan: 11%
[2026-03-04 15:58:37] [ZAP] [PROGRESS] ZAP AScan: 12%
[2026-03-04 15:58:38] [ZAP] [ZAP Daemon] 367965 [ZAP-Scanner-0] INFO  org.parosproxy.paros.core.scanner.HostProcess - start host http://testphp.vulnweb.com | ExternalRedirectScanRule strength MEDIUM threshold MEDIUM
[2026-03-04 15:58:42] [ZAP] [PROGRESS] ZAP AScan: 14%
[2026-03-04 15:58:47] [ZAP] [PROGRESS] ZAP AScan: 15%
[2026-03-04 15:58:52] [ZAP] [PROGRESS] ZAP AScan: 15%
[2026-03-04 15:58:57] [ZAP] [PROGRESS] ZAP AScan: 15%
[2026-03-04 15:59:02] [ZAP] [PROGRESS] ZAP AScan: 15%
[2026-03-04 15:59:07] [ZAP] [PROGRESS] ZAP AScan: 15%
[2026-03-04 15:59:12] [ZAP] [PROGRESS] ZAP AScan: 15%
[2026-03-04 15:59:17] [ZAP] [PROGRESS] ZAP AScan: 15%
[2026-03-04 15:59:21] [ZAP] [ZAP Daemon] 410243 [ZAP-Scanner-0] INFO  org.parosproxy.paros.core.scanner.HostProcess - start host http://testphp.vulnweb.com | ServerSideIncludeScanRule strength MEDIUM threshold MEDIUM
[2026-03-04 15:59:22] [ZAP] [PROGRESS] ZAP AScan: 15%
[2026-03-04 15:59:27] [ZAP] [PROGRESS] ZAP AScan: 16%
[2026-03-04 15:59:32] [ZAP] [PROGRESS] ZAP AScan: 16%
[2026-03-04 15:59:37] [ZAP] [PROGRESS] ZAP AScan: 16%
[2026-03-04 15:59:39] [ZAP] [ZAP Daemon] 429139 [ZAP-Scanner-0] INFO  org.parosproxy.paros.core.scanner.HostProcess - start host http://testphp.vulnweb.com | CrossSiteScriptingScanRule strength MEDIUM threshold MEDIUM
[2026-03-04 15:59:42] [ZAP] [PROGRESS] ZAP AScan: 17%
[2026-03-04 15:59:47] [ZAP] [PROGRESS] ZAP AScan: 18%
[2026-03-04 15:59:52] [ZAP] [PROGRESS] ZAP AScan: 18%
[2026-03-04 15:59:54] [ZAP] [ZAP Daemon] 443444 [ZAP-Scanner-0] INFO  org.parosproxy.paros.core.scanner.HostProcess - start host http://testphp.vulnweb.com | PersistentXssPrimeScanRule strength MEDIUM threshold MEDIUM
[2026-03-04 15:59:57] [ZAP] [PROGRESS] ZAP AScan: 19%
[2026-03-04 16:00:01] [ZAP] [ZAP Daemon] 450271 [ZAP-Scanner-0] INFO  org.parosproxy.paros.core.scanner.HostProcess - start host http://testphp.vulnweb.com | PersistentXssSpiderScanRule strength MEDIUM threshold MEDIUM
[2026-03-04 16:00:02] [ZAP] [PROGRESS] ZAP AScan: 21%
[2026-03-04 16:00:07] [ZAP] [ZAP Daemon] 456319 [ZAP-Scanner-0] INFO  org.parosproxy.paros.core.scanner.HostProcess - start host http://testphp.vulnweb.com | PersistentXssScanRule strength MEDIUM threshold MEDIUM
[2026-03-04 16:00:07] [ZAP] [PROGRESS] ZAP AScan: 23%
[2026-03-04 16:00:11] [ZAP] [ZAP Daemon] 460830 [ZAP-Scanner-0] INFO  org.parosproxy.paros.core.scanner.HostProcess - start host http://testphp.vulnweb.com | SqlInjectionScanRule strength MEDIUM threshold MEDIUM
[2026-03-04 16:00:12] [ZAP] [PROGRESS] ZAP AScan: 25%
[2026-03-04 16:00:17] [ZAP] [PROGRESS] ZAP AScan: 26%
[2026-03-04 16:00:22] [ZAP] [PROGRESS] ZAP AScan: 26%
[2026-03-04 16:00:27] [ZAP] [PROGRESS] ZAP AScan: 26%
[2026-03-04 16:00:32] [ZAP] [PROGRESS] ZAP AScan: 26%
[2026-03-04 16:00:37] [ZAP] [PROGRESS] ZAP AScan: 26%
[2026-03-04 16:00:42] [ZAP] [PROGRESS] ZAP AScan: 26%
[2026-03-04 16:00:47] [ZAP] [PROGRESS] ZAP AScan: 26%
[2026-03-04 16:00:52] [ZAP] [PROGRESS] ZAP AScan: 26%
[2026-03-04 16:00:57] [ZAP] [PROGRESS] ZAP AScan: 26%
[2026-03-04 16:01:02] [ZAP] [PROGRESS] ZAP AScan: 26%
[2026-03-04 16:01:07] [ZAP] [PROGRESS] ZAP AScan: 26%
[2026-03-04 16:01:12] [ZAP] [PROGRESS] ZAP AScan: 26%
[2026-03-04 16:01:18] [ZAP] [PROGRESS] ZAP AScan: 26%
[2026-03-04 16:01:23] [ZAP] [PROGRESS] ZAP AScan: 26%
[2026-03-04 16:01:28] [ZAP] [PROGRESS] ZAP AScan: 26%
[2026-03-04 16:01:33] [ZAP] [PROGRESS] ZAP AScan: 26%
[2026-03-04 16:01:38] [ZAP] [PROGRESS] ZAP AScan: 26%
[2026-03-04 16:01:43] [ZAP] [PROGRESS] ZAP AScan: 26%
[2026-03-04 16:01:44] [ZAP] [ZAP Daemon] 553858 [ZAP-Scanner-0] INFO  org.parosproxy.paros.core.scanner.HostProcess - start host http://testphp.vulnweb.com | SqlInjectionMySqlTimingScanRule strength MEDIUM threshold MEDIUM
[2026-03-04 16:01:48] [ZAP] [PROGRESS] ZAP AScan: 27%
[2026-03-04 16:01:53] [ZAP] [PROGRESS] ZAP AScan: 28%
[2026-03-04 16:01:58] [ZAP] [PROGRESS] ZAP AScan: 28%
[2026-03-04 16:02:03] [ZAP] [PROGRESS] ZAP AScan: 28%
[2026-03-04 16:02:08] [ZAP] [PROGRESS] ZAP AScan: 28%
[2026-03-04 16:02:11] [ZAP] [ZAP Daemon] 580513 [ZAP-ActiveScanner-4] INFO  org.apache.hc.client5.http.impl.classic.ZapHttpRequestRetryExec - Recoverable I/O exception (java.net.SocketException) caught when processing request to {}->http://testphp.vulnweb.com:80
[2026-03-04 16:02:11] [ZAP] [ZAP Daemon] 580516 [ZAP-ActiveScanner-4] INFO  org.apache.hc.client5.http.impl.classic.ZapHttpRequestRetryExec - Recoverable I/O exception (org.apache.hc.core5.http.NoHttpResponseException) caught when processing request to {}->http://testphp.vulnweb.com:80
[2026-03-04 16:02:11] [ZAP] [ZAP Daemon] 580516 [ZAP-ActiveScanner-4] INFO  org.apache.hc.client5.http.impl.classic.ZapHttpRequestRetryExec - Recoverable I/O exception (org.apache.hc.core5.http.NoHttpResponseException) caught when processing request to {}->http://testphp.vulnweb.com:80
[2026-03-04 16:02:11] [ZAP] [ZAP Daemon] 580702 [ZAP-ActiveScanner-1] INFO  org.apache.hc.client5.http.impl.classic.ZapHttpRequestRetryExec - Recoverable I/O exception (java.net.SocketException) caught when processing request to {}->http://testphp.vulnweb.com:80
[2026-03-04 16:02:11] [ZAP] [ZAP Daemon] 580703 [ZAP-ActiveScanner-1] INFO  org.apache.hc.client5.http.impl.classic.ZapHttpRequestRetryExec - Recoverable I/O exception (org.apache.hc.core5.http.NoHttpResponseException) caught when processing request to {}->http://testphp.vulnweb.com:80
[2026-03-04 16:02:11] [ZAP] [ZAP Daemon] 580705 [ZAP-ActiveScanner-5] INFO  org.apache.hc.client5.http.impl.classic.ZapHttpRequestRetryExec - Recoverable I/O exception (java.net.SocketException) caught when processing request to {}->http://testphp.vulnweb.com:80
[2026-03-04 16:02:13] [ZAP] [PROGRESS] ZAP AScan: 28%
[2026-03-04 16:02:18] [ZAP] [PROGRESS] ZAP AScan: 28%
[2026-03-04 16:02:23] [ZAP] [PROGRESS] ZAP AScan: 28%
[2026-03-04 16:02:28] [ZAP] [PROGRESS] ZAP AScan: 28%
[2026-03-04 16:02:33] [ZAP] [PROGRESS] ZAP AScan: 28%
[2026-03-04 16:02:38] [ZAP] [PROGRESS] ZAP AScan: 28%
[2026-03-04 16:02:43] [ZAP] [PROGRESS] ZAP AScan: 28%
[2026-03-04 16:02:48] [ZAP] [PROGRESS] ZAP AScan: 28%
[2026-03-04 16:02:53] [ZAP] [PROGRESS] ZAP AScan: 28%
[2026-03-04 16:02:58] [ZAP] [PROGRESS] ZAP AScan: 28%
[2026-03-04 16:03:03] [ZAP] [PROGRESS] ZAP AScan: 28%
[2026-03-04 16:03:06] [ZAP] [ZAP Daemon] 635293 [ZAP-Scanner-0] INFO  org.parosproxy.paros.core.scanner.HostProcess - start host http://testphp.vulnweb.com | SqlInjectionHypersonicTimingScanRule strength MEDIUM threshold MEDIUM
[2026-03-04 16:03:08] [ZAP] [PROGRESS] ZAP AScan: 28%
[2026-03-04 16:03:13] [ZAP] [PROGRESS] ZAP AScan: 30%
[2026-03-04 16:03:18] [ZAP] [PROGRESS] ZAP AScan: 30%
[2026-03-04 16:03:23] [ZAP] [PROGRESS] ZAP AScan: 30%
[2026-03-04 16:03:28] [ZAP] [PROGRESS] ZAP AScan: 30%
[2026-03-04 16:03:33] [ZAP] [PROGRESS] ZAP AScan: 30%
[2026-03-04 16:03:38] [ZAP] [PROGRESS] ZAP AScan: 30%
[2026-03-04 16:03:43] [ZAP] [PROGRESS] ZAP AScan: 30%
[2026-03-04 16:03:48] [ZAP] [PROGRESS] ZAP AScan: 30%
